Nome do Hotel,URL
foguete style,https://om.almosafer.com/en/hotel/details/atg/praia-do-foguete-style-1627361
foguete style,https://om.almosafer.com/en/hotel/details/atg/praia-do-foguete-style-1627361
foguete style,https://www.booking.com/
foguete style,https://www.booking.com/hotel/br/mansao-foguete.html
foguete style,https://www.booking.com/
foguete style,https://www.booking.com/
foguete style,https://www.booking.com/
