Nome do Hotel,URL
pousada vida boa,https://bh.almosafer.com/en/hotel/details/atg/pousada-vida-boa-1212116
pousada vida boa,https://om.almosafer.com/en/hotel/details/atg/pousada-vida-boa-praia-1414757
